sg,sr,sg,dg,dr,dc,color,flits,stalls,stalls/flit,flits_vc_0,flits_vc_1,flits_vc_2,flits_vc_3,flits_vc_4,flits_vc_5,flits_vc_6,flits_vc_7,stalls_vc_0,stalls_vc_1,stalls_vc_2,stalls_vc_3,stalls_vc_4,stalls_vc_5,stalls_vc_6,stalls_vc_7,stalls/flit_0,stalls/flit_1,stalls/flit_2,stalls/flit_3,stalls/flit_4,stalls/flit_5,stalls/flit_6,stalls/flit_7
4,2,11,4,5,11,k,10452280744,46093892436,4.409936315809315,9715741,591270143,1318405962,328918941,43005644,1901969363,4966149573,1292845377,13348,4566416022,36393486876,3435366154,155267,101252347,1233819191,363383231,0.001373853008226547,7.723062082639272,27.604158297943133,10.44441570788105,0.003610386580886918,0.05323552995632559,0.248445837738766,0.28107246037667505
4,2,11,4,4,11,k,11305727907,46860750849,4.144868091154566,124277432,701236514,1343440089,326146776,359134525,2106391058,5060785395,1284316118,99957,4247097104,37384090072,3540776022,1105828,86330219,1237302505,363949142,0.0008043053223050183,6.056582934869818,27.8271360056161,10.856388235461202,0.0030791470132257542,0.04098489626231598,0.2444882381739485,0.28337972006982165
4,2,11,4,4,11,k,11626292123,47783906927,4.109986780090473,134353894,743956562,1360709588,337054484,390948992,2238446700,5101932607,1318889296,84499,4655048372,37725538532,3711549900,1076913,86940957,1237177327,366490427,0.0006289285519331505,6.2571507662835835,27.724900937495267,11.011720882490915,0.0027546125505805113,0.03883986024773339,0.242491899109478,0.2778780812851483
4,2,11,4,4,11,k,11600891064,47308235864,4.077982941397268,129356407,732968751,1373032165,333317457,374453390,2195800555,5155256162,1306706177,58663,4239586531,37671177930,3731006534,798849,83210373,1219895904,362501080,0.0004534989905834351,5.784129985372323,27.436486114657043,11.19355273972344,0.0021333736623401914,0.03789523270249834,0.2366314816695233,0.2774159075548627
4,2,11,4,2,12,g,7675770648,7402945029,0.9644562570311963,690364984,690414337,719480434,171177099,287570133,2257795908,2255789598,603178155,747270,455864419,6480105963,71398614,381672,4336152,304380084,85730855,0.0010824274366731208,0.6602765825820329,9.006646542107356,0.4171037739107846,0.001327231016720363,0.0019205243417422298,0.13493283428111633,0.14213189633832146
4,2,11,4,2,8,g,24734859549,15789374442,0.6383450211520746,2371573229,2261114727,626197385,146122537,7749275654,9164599330,1929650145,486326542,137176,10429642846,4572516857,80253966,11183624,372751849,248277818,74610306,5.7841772846222326e-05,4.612611081365975,7.3020376107127944,0.5492237381561477,0.001443183143733862,0.04067301096075304,0.12866467978318422,0.15341606833377397
4,2,11,4,2,15,g,5780670022,8288689482,1.4338631076423687,441235,1017629435,587465044,85005843,508615521,1552437292,1778947812,250127840,721,4187142231,3647599358,18889436,1401682,175540434,223537431,34578189,0.0016340498827155598,4.114604085720064,6.2090491940827715,0.22221338361411228,0.002755877361438209,0.11307408995171188,0.1256571044367433,0.1382420645378779
4,2,11,4,2,10,g,17805509783,9177277093,0.5154178231820188,1960642825,755063337,790585969,179641844,8238298588,2642668783,2594123746,644484691,127512,1842549888,6724921540,92439055,20813041,72852525,328228125,95345407,6.503581293548457e-05,2.440258714349416,8.506249546151508,0.5145741823937189,0.002526376141587841,0.02756778506207526,0.12652755116486258,0.1479405303670743
4,2,11,4,1,11,k,12095443333,42855530214,3.5431136366103466,449599152,508368260,1320420088,329916380,1615644035,1580529557,4987561172,1303404689,119327,3564553224,34754097263,2957024921,7021010,76412370,1151524274,344777825,0.00026540752906046406,7.0117540855127345,26.320485108372573,8.962952736690431,0.004345641643767156,0.048346055701127266,0.23087922820167467,0.2645209334520048
4,2,11,4,0,11,k,11957966578,47003257459,3.930706542153709,250777899,609641989,1389474422,329242541,851477745,2024773826,5210638693,1291939463,135527,6464373162,36166139729,2780799021,3073659,79908316,1177250334,331577711,0.0005404264113401796,10.603556314425711,26.028647347781117,8.446050174907379,0.003609793700480099,0.03946530470411168,0.2259320600335472,0.25665112065703655
4,2,11,4,0,11,k,11649800252,45860001545,3.93654831439079,275341090,548527415,1367276405,317273469,927232028,1817618914,5146213675,1250317256,83868,5792955456,35797525101,2746784596,2065911,70578407,1131540352,318467854,0.00030459674580354134,10.560922385255804,26.18163011523628,8.65746702570961,0.0022280410270728913,0.038830145558223436,0.21987822959955117,0.2547096366716065
4,2,11,4,5,11,k,9904587722,44786703874,4.52181404527521,7702634,522761488,1272984733,320365536,30305087,1679030347,4804134453,1267303444,7000,5702068935,34484272275,3080323522,73523,83213362,1110311313,326433944,0.0009087800355047377,10.907591828952786,27.08930545752272,9.615027760039707,0.0024260943385511482,0.04956036807117936,0.23111578659224508,0.25758151731180806
4,2,11,4,2,4,g,15605756481,9337303690,0.598324323551259,899758089,1789113099,626461545,122496621,3796170246,5842869026,2070499970,458387885,58935,1498432190,7460837255,35631686,5624846,7109677,266666785,62942316,6.550093933081606e-05,0.8375279298092043,11.909489600036025,0.29087892963186307,0.001481715949364195,0.0012168126597332355,0.12879342615976952,0.1373123462894313
4,2,11,4,2,1,g,6790161864,9726567528,1.4324500244343512,161098023,491838642,723691163,147166723,734603129,1744765324,2287813705,499185155,9834,552010548,8784261591,44585285,1891723,3976757,275003054,64828736,6.104357965957161e-05,1.1223407452397773,12.1381357685585,0.3029576530014873,0.0025751632756794316,0.0022792503641022614,0.12020342976308904,0.12986911840357113
4,2,11,4,2,3,g,15356804581,9871735369,0.6428248348757183,1220909147,1298379807,701298549,144181645,4629526767,4665558497,2203596443,493353726,99247,1196064587,8266977254,34938269,7689870,7115644,288121226,70729272,8.128942292214639e-05,0.9211977732182953,11.788099755500848,0.2423211983744533,0.001661048825727634,0.001525143025122379,0.1307504497546514,0.14336421977281266
4,2,11,4,2,0,g,5847856732,10176603081,1.7402278385707894,11738808,453472020,763464994,143224311,1259064,1552645375,2436758290,485293870,26421,454978331,9308717296,42004956,104,4556092,299837469,66482412,0.002250739598092072,1.0033217286482197,12.192723136170406,0.2932809081553201,8.260104331471633e-05,0.0029344060616546134,0.12304768603044335,0.13699413099942928
4,2,11,4,1,11,k,10453177454,45078256081,4.312397477166181,110357809,541801950,1315901228,336095284,211389266,1678063767,4943765740,1315802410,164958,4264541148,36065214632,3007907982,3331571,84998905,1286896480,365200405,0.0014947560258286752,7.871033221641229,27.407235333927357,8.949569140636916,0.015760360320282298,0.05065296484647833,0.2603069295107822,0.2775495790435587
4,2,11,4,1,11,k,12850042049,45256843466,3.521921818887894,488146424,581008033,1381456953,342917431,1739496506,1795115877,5184916382,1336984443,107962,4183420658,36292993228,3046422593,8779440,85795025,1276358391,362966169,0.0002211672455066474,7.200280237777711,26.27153394044266,8.883837091967482,0.005047115627836737,0.047793585973614564,0.24616759402929173,0.2714812209673557
4,2,11,4,0,11,k,12156069468,47350230778,3.8951925128962253,300217774,613911337,1389068406,325450188,1004838666,2038227994,5210853625,1273501478,113828,5794092535,37091901959,2771562098,2537497,80480388,1268665550,340876923,0.00037915143558422363,9.437995661252954,26.702718022225323,8.516086947228926,0.0025252780230891315,0.039485468866541334,0.24346597338934078,0.26766904388311985
4,2,11,4,5,11,k,10878088337,47152280245,4.334610897083764,10382500,634494736,1365414083,340072342,45495448,2040711353,5116388858,1325129017,8924,6073421845,36218630320,3151874620,134506,97171142,1256989657,354049231,0.0008595232362147844,9.572060255831657,26.52574832128782,9.268247460124234,0.002956471601290749,0.04761630882150534,0.2456790701188725,0.2671809510303705
4,2,11,4,2,2,g,14927474938,9244066272,0.6192652347697414,1378303050,1170397272,709227524,142432260,5296520929,3520652797,2221775651,488165455,124504,1320365373,7496937954,37158654,8474023,4966524,303630708,72408532,9.033136798180922e-05,1.1281343562461756,10.570568259558973,0.2608865014147778,0.001599922498861894,0.0014106827018648496,0.1366612816480092,0.14832784921251752
4,2,11,4,2,6,g,10856863118,11264105753,1.0375101565317533,557509901,899841481,751685290,189993934,2328741508,3183124574,2352611570,593354860,43713,691960925,10095011448,64279647,8085883,9201300,322785266,72737571,7.840757611944186e-05,0.7689809145395465,13.42983770242464,0.33832473304121385,0.0034722114808459024,0.002890650298501324,0.13720295781763922,0.12258696423249993
4,2,11,4,2,5,g,14644105122,8384269198,0.5725354419509199,771474320,1651364164,643181140,120538385,3318833046,5570812079,2118755639,449146349,67826,1231807213,6722300130,32886607,9833650,14722683,302772940,69878149,8.791737876641182e-05,0.7459331138785691,10.451643731344486,0.2728309907254855,0.002962984236839493,0.0026428252813444075,0.14290130226763728,0.15557991099244134
4,2,11,4,2,7,g,20481934629,25199877952,1.2303465667896405,2456881082,1451758289,715819218,192414220,7757641205,5106943902,2199923948,600552765,799054,14402715800,9593321264,68169504,31974795,762645962,263766386,76485187,0.0003252310442919516,9.920877262509642,13.401877209728672,0.354285166657641,0.004121716144772385,0.14933509680835338,0.1198979565815427,0.12735797994369405
4,2,9,4,3,9,k,23898326385,14827723756,0.6204502992019874,184932396,1490406103,3373361840,806929501,473498900,4427222700,10580088288,2561886657,40584,802110213,12049844269,1092565291,399259,50852547,667402619,164508974,0.00021945316709139485,0.5381823191581496,3.5720580360273475,1.3539786185113092,0.0008432099842259402,0.01148633137429477,0.06308100658828832,0.06421399383555945
4,2,9,14,2,9,b,17100448639,1947845317,0.11390609440255633,2304553446,1013672487,744318593,0,8368193035,2661888697,2007822381,0,1078020,1847647447,45302522,0,14568799,22366781,16881748,0,0.0004677782595457324,1.8227262460956977,0.06086442341498784,0,0.0017409731036396915,0.008402598134628167,0.00840798875426023,0
4,2,9,5,2,9,b,9693246966,1270470855,0.13106762465212113,1473953236,692761721,395897583,0,4060239681,1950850667,1119544078,0,53154604,1158045329,17200527,0,18040869,15090624,8938902,0,0.03606261223337753,1.67163585096527,0.04344691086431816,0,0.00444330148400419,0.007735407048457594,0.007984412740558482,0
4,2,9,5,2,9,b,10035353561,1283622229,0.12791001544663963,1526575338,725796364,411855763,0,4178741496,2035121370,1157263230,0,58251958,1165785132,18132709,0,17085154,15308105,9059171,0,0.038158587100140876,1.6062151724970615,0.04402684296055365,0,0.004088588398290335,0.007521961700004162,0.007828098884641829,0
4,2,9,4,2,11,g,28169704689,5057527892,0.17953783853385286,2404710640,2549921873,1133670715,278453060,8632968159,8973360557,3266517427,930102258,56380,4243803443,403687112,64564593,13501300,153725916,130603042,47586106,2.344564832964685e-05,1.6642876348235474,0.3560885067054061,0.23186885789655176,0.0015639232939744705,0.017131365113829115,0.03998234967934858,0.05116223037918912
4,2,9,4,3,9,k,20390812181,26318079037,1.290683215724138,162320572,1217870828,2851826307,709909206,412198696,3662068665,9074745960,2299871947,58810,833520771,21214367373,1917598929,798545,113842442,1785186884,452705283,0.0003623077424838054,0.6844081916050295,7.438870775870152,2.7011889869758923,0.0019372817229873043,0.031086921741266694,0.19672031502246043,0.1968393429862554
4,2,9,4,3,9,k,22346846871,27488858526,1.230100097999638,173520697,1380321824,3131853153,754828413,451758505,4116141470,9916534296,2421888513,51913,959383942,22042958613,2034473728,774925,123453415,1862495118,465266872,0.00029917468577249893,0.6950436668601133,7.038311675592154,2.695279739025934,0.001715352320815742,0.029992510194262103,0.18781714078791303,0.1921091204250656
4,2,9,14,2,9,b,16129207903,1681247433,0.10423620571517907,2198008135,926118401,685272466,0,7995141841,2459154212,1865512848,0,1200823,1518332940,84313999,0,2171602,41586348,33641721,0,0.0005463232737307408,1.63945877585473,0.12303719058223478,0,0.00027161519372474133,0.016910833731805023,0.018033497349571725,0
4,2,9,4,2,13,g,11743482135,2523920843,0.2149209931079782,287539260,2891662817,917734099,191632628,20954132,4241166548,2651458861,541333790,515415,1373820442,584124212,82108644,3434,235482903,213704147,34161646,0.0017925030481055005,0.4750970389505133,0.6364852440772172,0.42846901833439344,0.00016388175849994644,0.055523144478031944,0.08059870365833294,0.06310643567991571
4,2,9,4,2,14,g,10729413151,2198988212,0.20494953275194278,820049047,725450002,1074444622,185812929,2246664341,2141104284,2966887931,568999995,518623,700338929,941638258,91866303,4317981,41682684,328745544,89879890,0.0006324292454180487,0.9653855221851664,0.8763953383164684,0.4944021037416616,0.0019219519895339809,0.019467843911894205,0.11080484050814658,0.15796114374306805
4,2,9,4,5,9,k,19315688616,79891648588,4.136101496367175,11533266,1044280496,2944681380,700432210,35685273,3061671451,9275531952,2241872588,20929,1444995102,62499045337,8390448683,117371,342829791,5735158743,1479032632,0.001814663773470585,1.3837231543966326,21.22438297110433,11.978958938795804,0.0032890598875339977,0.11197471593107264,0.6183104939618453,0.659730905278369
4,2,9,4,4,9,k,19707781199,81788027822,4.150037337848567,169678503,985664708,2956252395,707989849,553131723,2695134165,9360303733,2279626123,266021,1218340978,63660337915,9244856716,5327229,264308290,5843260148,1551330525,0.001567794359901914,1.2360602627967887,21.53413491441755,13.057894444472465,0.009631031413470386,0.09806869484733054,0.6242596730487955,0.6805197173992904
4,2,9,4,4,9,k,19309889049,82070755798,4.250193027507333,124954830,986348809,2907709774,716056250,388279887,2709776267,9176091932,2300671300,211062,1233294866,63765789161,9504063883,1485547,252824649,5778580570,1534506060,0.0016891063754798433,1.250363821344666,21.929901577928252,13.27278950920406,0.0038259694867996087,0.09330093117979175,0.6297430990036423,0.6669818761158971
4,2,9,4,4,9,k,20391711761,82832382071,4.062061245364422,180058088,1045243544,3048948621,730489991,593605313,2851901382,9605047215,2336417607,218206,1316864934,64212695285,9650108321,3226716,263571175,5833643715,1552053719,0.0012118644734248206,1.2598642120864418,21.060602609938176,13.210459335369594,0.005435793665141943,0.0924194562489258,0.6073519040999321,0.6642878029809335
4,2,9,4,2,10,g,27809017840,32161783804,1.1565235417174302,1551923506,3214661645,1010701958,262663316,6481123562,11472302170,2939057855,876583828,179713,25915566885,3174645012,363202243,8105724,1116419463,1173293738,410371026,0.00011580016624865788,8.061677945269416,3.1410298425483014,1.382767295148288,0.001250666481275766,0.09731433555850978,0.39920743172985274,0.46814806854958313
4,2,9,4,2,15,g,8130145331,7468736636,0.918647371224956,373606,1751835883,954427610,182327333,458736972,1394537461,2828435494,559470972,554,2118485709,3653837044,261639790,1018891,86145595,1061238247,286370806,0.0014828455645787273,1.2092946203226047,3.828301911760495,1.4350003682662325,0.0022210788800341125,0.06177359691594545,0.375203270235867,0.5118599897618996
4,2,9,4,2,12,g,10755518512,10894595533,1.0129307592976415,679446974,1260432970,1016304789,187142209,275930567,4060205705,2744331623,531723675,1059168,5993737042,2994096544,220316740,573372,818882495,767182748,98747424,0.0015588677859061301,4.755300110881739,2.946061630729952,1.1772691002060363,0.0020779575319757886,0.20168497719009043,0.27955176465202286,0.18571191888343133
4,2,9,4,2,8,g,28724166267,29016896238,1.0101910693692198,2053154182,2772096384,1715622697,278195100,6927438616,8955998185,5170445111,851215992,317417,19134259912,5090515645,517978767,22094162,2977466631,883133744,391129960,0.00015459968997106715,6.902451163833703,2.9671533571463353,1.8619262776375285,0.003189369581560793,0.33245502840619434,0.17080420061343535,0.4594955495150049
4,2,9,4,1,9,k,19386236883,76369278477,3.9393554787298117,115085177,906857519,2998240600,725698121,238300890,2585399004,9489244691,2327410881,173613,1000659885,59989848431,8325233336,1390457,243881897,5377634847,1430456011,0.001508560915712021,1.1034367185965848,20.008350374216132,11.472033749416308,0.0058348795927703,0.09433046760777665,0.5667084180156484,0.6146125820230708
4,2,9,4,0,9,k,21039415710,76803111380,3.650439367643447,358388631,1020431344,3012766494,713491589,1126297996,3044674858,9478277562,2285087236,594594,1224104233,60862619090,7764950868,4449428,242900910,5345305056,1358187201,0.0016590760659480853,1.1995948969987735,20.2015719476466,10.883030701010828,0.003950489138577851,0.07977893250629654,0.5639532099619262,0.5943699564737318
4,2,9,4,0,9,k,21121221773,76116694001,3.603801655939366,387219215,975452302,3062532915,696428821,1216843683,2881071475,9668731862,2232941500,583108,1135746652,60436805450,7672574871,4467904,232884500,5295429878,1338201638,0.0015058860134304027,1.1643282297569482,19.734254986774566,11.017026635949634,0.00367171565454065,0.08083260065597643,0.5476860826818531,0.5992999091109193
4,2,9,4,5,9,k,19201498156,76546591073,3.986490556679873,11427679,1027371900,2921367445,710889096,29497356,3030277456,9189064986,2281602238,13059,1422362913,60069255061,8131954473,77948,301194439,5260540584,1361192596,0.0011427517346260776,1.3844674095135365,20.562033428492594,11.439132374876095,0.00264254192816468,0.09939500371612177,0.572478330713157,0.5965950476947244
4,2,9,4,2,6,g,18873929909,7533854898,0.3991672605718163,2122397954,846768284,1185619084,289591820,7762093007,2600470181,3278233483,788756096,599288,967960079,4794153305,424720043,50325076,32056351,1005719339,258321417,0.00028236363443083116,1.1431227376957354,4.043586485488791,1.4666161599454017,0.006483441509218701,0.012327136544081756,0.3067869766492773,0.32750481208325266
4,2,9,4,2,5,g,21338748849,9396441246,0.4403464004610723,2008754438,1807343630,1011559314,194394158,7455008744,5399244880,2844359787,618083898,461341,4483730269,2762153732,195836730,45472258,829086475,837513818,242186623,0.00022966520510059478,2.48083994353636,2.730589984958608,1.0074208608676398,0.006099557969881302,0.1535560052241972,0.2944472150913586,0.3918345450895406
4,2,9,4,2,0,g,8636370659,7066793315,0.8182596132132962,3799781,919262981,1141946572,182651315,275848,2580780905,3243234160,564419097,11989,947025326,4554868394,207914774,668,65273370,1049227778,242471016,0.0031551818381111963,1.0302006559317762,3.9886878297840367,1.1383152319489187,0.002421623502798643,0.025292100493125743,0.32351280426819384,0.4295939263727641
4,2,9,4,2,1,g,11389270396,6618614876,0.581127205332179,673980257,872020695,1088005516,188256689,2374803146,2540271375,3071603963,580328755,310827,661386417,4341556325,218980802,37174201,54633050,1052639054,251934200,0.0004611811648364056,0.7584526614933147,3.9903808033635007,1.1632033005743556,0.015653592619924887,0.021506777007240022,0.34270012237251435,0.43412324105842387
4,2,9,4,1,9,k,18910001067,76504055833,4.045692835338221,103923741,882964246,2911744933,727178412,238803552,2531792810,9184333192,2329260181,124349,1040279748,59876792579,8474348061,1171970,241312749,5435715320,1434311057,0.0011965408366121078,1.178167465684675,20.563886589237864,11.653739881650942,0.004907674070107634,0.0953129924561244,0.5918464853534247,0.6157796663077031
4,2,9,4,1,9,k,19238014590,76203990913,3.961115142963409,113390474,876270167,3000906147,719571540,232666371,2493499688,9495550391,2306159812,145031,1024952195,59692356947,8417773051,1118811,235355200,5409429478,1422860200,0.0012790404245069122,1.1696760127176622,19.891444124860197,11.698312930775444,0.004808649377180512,0.09438749927768188,0.5696804561352361,0.6169824799635352
4,2,9,4,0,9,k,19785786354,75081557347,3.794721928341307,356066641,878278614,2875318850,663771283,1119057333,2602784860,9139947478,2150561295,516656,1036979052,59583952841,7582161156,3239540,224970308,5315749974,1333987820,0.0014510092789063046,1.1806948677450093,20.722554940645974,11.422852042847415,0.002894882955920901,0.08643446158665608,0.581595242948069,0.6202975116782244
4,2,9,4,5,9,k,18316243008,75490114269,4.121484642676346,10496272,914106042,2835813379,674883577,29094065,2677866592,8989597627,2184385454,10500,1255424319,59296478746,8047970504,70229,280947001,5262038727,1347174243,0.0010003551737226323,1.3733902428357432,20.909866349142433,11.924976067390658,0.002413860008905596,0.10491448746525159,0.585347525588422,0.6167291768644052
4,2,9,4,2,2,g,18098496654,8531368225,0.4713854630083023,1391146506,1671799242,1078383417,191860870,5341804927,4771464343,3049165916,602871433,343728,3068250924,3589394374,182013864,14441264,546091441,896482260,234350370,0.00024708253121975637,1.835298669192721,3.3284955215515892,0.9486763194600337,0.002703442787101237,0.11444944397439459,0.29400901252892003,0.3887236269163213
4,2,9,4,2,4,g,21605866203,10126716942,0.46870219628565013,1692639125,2167531001,1013331172,194332154,6568840818,6457322331,2892843745,619025857,399404,4885071973,2946574009,204932318,29428369,970864634,846771114,242675121,0.0002359652415573225,2.253749529186088,2.9078095004068425,1.0545466294785164,0.0044799942357196575,0.15035096348514618,0.29271235802609863,0.39202743836272413
4,2,9,4,2,3,g,20418151506,9516968997,0.46610335877875037,1683533129,1867651583,1053420720,193622816,6134850866,5901089360,2974441532,609541500,582401,3954152067,3525803181,186719617,42669240,654489446,911185948,241367097,0.0003459397323211214,2.117178655265274,3.347003826733159,0.9643471821006879,0.006955220417252112,0.11090993646637475,0.30633849688997683,0.3959814007741885
4,2,9,4,2,7,g,20591434860,7185076581,0.3489352067911211,2804490802,779410220,1148400154,293409720,9284894649,2343471751,3141823893,795533671,1503509,1079068361,4242639168,453923287,72015525,40240801,1025324852,270361078,0.0005361076595180076,1.384467810801865,3.6943909779378172,1.5470628818977095,0.007756202705838585,0.017171447013529628,0.3263470159114994,0.3398486925891538
4,2,8,4,3,8,k,21306018905,12540569513,0.5885928088638388,169415895,1283649675,2731688801,518304486,444241087,4024942228,9925896620,2207880113,188763,6104831672,4591467614,237707772,294212,79671480,1229533204,296874796,0.0011141988772659143,4.75583937806084,1.6808165016158443,0.45862572758052494,0.0006622800290419782,0.019794440637124096,0.12387124821777562,0.13446146566201714
4,2,8,14,2,8,b,15764214376,11195061475,0.7101566375577688,2176862336,880410972,655335198,0,7889743765,2369663441,1792198664,0,552133,11099756167,24301010,0,12374409,33202717,24875039,0,0.0002536370770301205,12.607471419608796,0.03708180191475081,0,0.0015684170954821876,0.014011574988044895,0.013879621439110725,0
4,2,8,5,2,8,b,9322856175,9828636112,1.0542516078233932,1374998121,647816820,392712013,0,3986610920,1814725506,1105992795,0,158666754,9614786663,6400620,0,13142501,21997450,13642124,0,0.11539416060045656,14.84182930446295,0.01629850829136719,0,0.003296660061323466,0.012121640395349135,0.012334731348769772,0
4,2,8,5,2,8,b,9497686417,9695577394,1.0208357033820146,1400799465,663511695,402351106,0,4047145652,1854445637,1129432862,0,160988010,9471880549,6657170,0,16995591,24028368,15027706,0,0.11492580774222383,14.275378445288744,0.01654567341987125,0,0.004199401865263039,0.01295717033736913,0.013305532808199802,0
4,2,8,4,2,14,g,10696367541,697690034,0.06522681941562876,803024551,697297704,970152968,149321037,2192816801,2044606979,3226412273,612735228,207484,290714323,91321424,2980815,3430116,14870743,231511926,62653203,0.0002583781526251244,0.4169156464051687,0.09413095358380638,0.019962458471273543,0.0015642510575601888,0.007273154768978219,0.07175522109725126,0.10225167435615437
4,2,8,4,3,8,k,19514450977,21767107139,1.1154352825326734,164542143,1180416455,2453191047,486294189,427810648,3720024505,8993862766,2088309224,193846,4102471439,11654090804,564595817,1118228,259592488,4154597745,1030446772,0.0011780933228759515,3.4754441295889933,4.750584271963552,1.1610169929462184,0.0026138386345166426,0.06978246719909711,0.46193697336653355,0.4934359146421124
4,2,8,4,3,8,k,22004197133,23262668525,1.0571923340076177,184575861,1393192516,2800257166,529288512,483698123,4344727919,10043851210,2224605826,60874,4721390541,12360188546,612098507,819026,271094111,4254146116,1042870804,0.0003298047733338218,3.3889003039979007,4.4139476531206565,1.1564553039080507,0.0016932585864096893,0.06239610766291577,0.4235572617567679,0.4687890285152926
4,2,8,14,2,8,b,17561306180,10924659708,0.6220869675651882,2390609169,1021771643,750609164,0,8638179402,2727582988,2032553814,0,1322035,10681560904,41246530,0,2476850,111013421,87039968,0,0.0005530117666841426,10.453960997232334,0.05495074131548972,0,0.0002867328732981089,0.04070029087598929,0.04282295868403512,0
4,2,8,4,2,15,g,7470964662,1912186509,0.2559490769279187,359646,928621769,940891747,146455398,466844704,1281579295,3105415085,600797018,324,617097632,335705988,10358103,746327,40632912,702833495,204811728,0.0009008858711065882,0.6645306545683617,0.3567955496159751,0.07072530709998139,0.0015986622395099505,0.03170534367910493,0.22632513714346178,0.3409000408853561
4,2,8,4,2,11,g,27474038969,9151554424,0.33309825447674607,2313881924,2381968833,1062089088,261403785,8319156905,8437282802,3630260313,1067995319,105029,7265003533,307307956,24417693,14593838,338694847,880557706,320873822,4.539082090171512e-05,3.049999409039287,0.28934291809615126,0.09340986780279406,0.0017542448311353253,0.040142644847665256,0.2425604860474368,0.3004449703959798
4,2,8,4,5,8,k,18358292755,56417129112,3.0731141432873397,13656555,974498000,2562347234,471491061,35353792,3039552342,9254843588,2006550183,26678,6299982358,30964369279,2716482748,123788,644408284,12528011468,3263724509,0.001953494127911468,6.464848935554511,12.08437672620291,5.761472428000072,0.00350140658178902,0.2120076285891444,1.353670793987707,1.6265352028825883
